model,song_id,true_label,segment_count,segment_correct,segment_acc_in_song,majority_pred_label,majority_correct,prob_avg_pred_label,prob_avg_correct,prob_avg_confidence,mean_segment_confidence,prediction_sequence_by_slice
lstm,pop__pop.00039,pop,20,20,1.0,pop,1,pop,1,0.9453625410795212,0.9453626871109009,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00045,pop,20,16,0.8,pop,1,pop,1,0.7102689180988818,0.8597522974014282,"hiphop,hiphop,hiphop,pop,pop,pop,pop,pop,pop,hiphop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00049,pop,20,19,0.95,pop,1,pop,1,0.8497792214155198,0.8828411102294922,"pop,pop,pop,pop,pop,pop,pop,pop,pop,disco,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00079,pop,20,2,0.1,rock,0,rock,0,0.4046386622823775,0.520919680595398,"rock,rock,rock,rock,rock,rock,rock,rock,rock,classical,jazz,jazz,pop,pop,jazz,rock,jazz,jazz,rock,rock"
lstm,pop__pop.00081,pop,20,0,0.0,country,0,country,0,0.598996477946639,0.7294281125068665,"rock,country,country,country,country,country,reggae,country,rock,rock,country,country,country,country,country,country,country,rock,rock,rock"
lstm,reggae__reggae.00029,reggae,20,20,1.0,reggae,1,reggae,1,0.9398717522621155,0.9398717880249023,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00031,reggae,20,20,1.0,reggae,1,reggae,1,0.9423603922128677,0.9423604011535645,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00034,reggae,20,15,0.75,reggae,1,reggae,1,0.6691051786765456,0.8245113492012024,"reggae,reggae,reggae,rock,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,rock,rock,rock,rock,reggae,reggae"
lstm,reggae__reggae.00035,reggae,20,20,1.0,reggae,1,reggae,1,0.9420496195554733,0.9420496225357056,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00040,reggae,20,4,0.2,rock,0,rock,0,0.6155427791178226,0.6759567856788635,"rock,rock,rock,rock,rock,rock,rock,reggae,rock,rock,rock,rock,rock,rock,rock,rock,reggae,rock,reggae,reggae"
lstm,reggae__reggae.00047,reggae,20,20,1.0,reggae,1,reggae,1,0.940451055765152,0.9404510259628296,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00049,reggae,20,0,0.0,rock,0,rock,0,0.8827930092811584,0.8827930688858032,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
lstm,reggae__reggae.00062,reggae,19,19,1.0,reggae,1,reggae,1,0.9226431595651727,0.9226431846618652,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00064,reggae,20,20,1.0,reggae,1,reggae,1,0.9101085096597672,0.9101085662841797,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00065,reggae,20,7,0.35,hiphop,0,hiphop,0,0.37801009928807616,0.5614097118377686,"hiphop,reggae,hiphop,hiphop,hiphop,reggae,pop,hiphop,pop,hiphop,hiphop,reggae,reggae,reggae,hiphop,reggae,reggae,hiphop,hiphop,hiphop"
lstm,reggae__reggae.00071,reggae,20,18,0.9,reggae,1,reggae,1,0.7238311789929867,0.7471840977668762,"pop,reggae,reggae,hiphop,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00076,reggae,20,4,0.2,pop,0,pop,0,0.3990348104853183,0.7010471820831299,"hiphop,pop,pop,hiphop,hiphop,hiphop,pop,pop,reggae,pop,pop,reggae,hiphop,hiphop,pop,pop,reggae,reggae,pop,pop"
lstm,reggae__reggae.00090,reggae,19,19,1.0,reggae,1,reggae,1,0.9446037756769281,0.9446038603782654,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00091,reggae,20,19,0.95,reggae,1,reggae,1,0.7343779861927032,0.7421385049819946,"reggae,reggae,reggae,reggae,reggae,reggae,country,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,reggae__reggae.00092,reggae,20,20,1.0,reggae,1,reggae,1,0.8399115264415741,0.8399115800857544,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
lstm,rock__rock.00000,rock,20,12,0.6,rock,1,rock,1,0.503396506048739,0.7046184539794922,"rock,metal,metal,metal,metal,metal,rock,rock,rock,reggae,rock,rock,rock,country,country,rock,rock,rock,rock,rock"
lstm,rock__rock.00003,rock,20,12,0.6,rock,1,rock,1,0.48214608039706947,0.6282433271408081,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,blues,blues,blues,blues,rock,hiphop,rock,hiphop,blues,blues"
lstm,rock__rock.00008,rock,20,5,0.25,metal,0,metal,0,0.5276011377573013,0.5862694978713989,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,classical,rock,rock,rock,rock,metal,metal,rock,metal,metal"
lstm,rock__rock.00032,rock,20,14,0.7,rock,1,rock,1,0.33569371812045573,0.37942904233932495,"rock,rock,rock,country,rock,rock,rock,rock,rock,rock,country,country,country,rock,pop,rock,pop,rock,rock,rock"
lstm,rock__rock.00034,rock,20,3,0.15,country,0,country,0,0.6252820581197739,0.6842886805534363,"country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,rock,rock,rock"
lstm,rock__rock.00039,rock,20,15,0.75,rock,1,rock,1,0.6057387906126678,0.7631305456161499,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,pop,pop,pop,pop,pop,rock,rock"
lstm,rock__rock.00044,rock,20,11,0.55,rock,1,rock,1,0.4557038621045649,0.6770097017288208,"country,country,rock,country,country,country,jazz,jazz,pop,disco,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
lstm,rock__rock.00048,rock,20,20,1.0,rock,1,rock,1,0.8205088511109352,0.8205088376998901,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
lstm,rock__rock.00049,rock,20,3,0.15,country,0,country,0,0.482919521862641,0.7710985541343689,"country,country,country,country,country,country,country,country,country,country,country,country,rock,rock,rock,pop,pop,pop,pop,pop"
lstm,rock__rock.00050,rock,20,14,0.7,rock,1,rock,1,0.4943402409553528,0.5991714000701904,"pop,rock,rock,pop,pop,rock,rock,rock,rock,rock,rock,rock,pop,rock,rock,rock,rock,rock,pop,pop"
lstm,rock__rock.00054,rock,20,16,0.8,rock,1,rock,1,0.649422862380743,0.7239819765090942,"rock,classical,rock,rock,rock,rock,rock,rock,rock,rock,country,country,rock,rock,classical,rock,rock,rock,rock,rock"
lstm,rock__rock.00080,rock,20,17,0.85,rock,1,rock,1,0.766332621127367,0.8090880513191223,"rock,rock,rock,rock,rock,disco,rock,rock,rock,rock,disco,disco,rock,rock,rock,rock,rock,rock,rock,rock"
lstm,rock__rock.00085,rock,20,15,0.75,rock,1,rock,1,0.5410718689672649,0.6325622200965881,"classical,metal,rock,reggae,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,classical,classical"
lstm,rock__rock.00086,rock,20,5,0.25,disco,0,disco,0,0.5774605487938971,0.8272358179092407,"disco,disco,disco,disco,disco,disco,disco,metal,metal,metal,rock,rock,rock,rock,rock,disco,disco,disco,disco,disco"
lstm,rock__rock.00092,rock,20,20,1.0,rock,1,rock,1,0.819306543469429,0.819306492805481,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
