model,song_id,true_label,segment_count,segment_correct,segment_acc_in_song,majority_pred_label,majority_correct,prob_avg_pred_label,prob_avg_correct,prob_avg_confidence,mean_segment_confidence,prediction_sequence_by_slice
cnn,pop__pop.00035,pop,20,20,1.0,pop,1,pop,1,0.9372285902500153,0.9372285604476929,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00038,pop,20,14,0.7,pop,1,pop,1,0.6365140372887254,0.7385631203651428,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00039,pop,20,20,1.0,pop,1,pop,1,0.9088146299123764,0.9088146090507507,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00045,pop,20,16,0.8,pop,1,pop,1,0.7021184441167861,0.8308050036430359,"hiphop,hiphop,hiphop,pop,pop,pop,hiphop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00049,pop,20,19,0.95,pop,1,pop,1,0.8472365736961365,0.8745740056037903,"pop,pop,pop,pop,pop,pop,pop,pop,pop,rock,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00079,pop,20,0,0.0,blues,0,blues,0,0.38926053564064206,0.6903064846992493,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,rock,blues,blues,blues,blues,blues,blues,blues,blues,jazz,blues,blues"
cnn,pop__pop.00081,pop,20,10,0.5,pop,1,pop,1,0.47281503872945907,0.6311581134796143,"pop,pop,pop,rock,rock,pop,rock,country,pop,pop,pop,country,country,country,rock,rock,country,pop,pop,pop"
cnn,reggae__reggae.00029,reggae,20,20,1.0,reggae,1,reggae,1,0.9161745220422745,0.916174590587616,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00031,reggae,20,20,1.0,reggae,1,reggae,1,0.9409835398197174,0.9409834742546082,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00034,reggae,20,20,1.0,reggae,1,reggae,1,0.8748055100440979,0.8748055696487427,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00035,reggae,20,20,1.0,reggae,1,reggae,1,0.9156539082527161,0.9156538844108582,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00040,reggae,20,1,0.05,rock,0,rock,0,0.587718347646296,0.6511472463607788,"rock,rock,rock,rock,rock,rock,rock,rock,jazz,rock,rock,rock,rock,rock,jazz,reggae,blues,blues,rock,rock"
cnn,reggae__reggae.00047,reggae,20,20,1.0,reggae,1,reggae,1,0.8805627942085266,0.8805627822875977,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00049,reggae,20,2,0.1,rock,0,rock,0,0.31431516222655775,0.42971864342689514,"pop,reggae,rock,pop,jazz,rock,pop,pop,reggae,jazz,blues,rock,rock,rock,blues,jazz,rock,rock,rock,rock"
cnn,reggae__reggae.00062,reggae,19,18,0.9473684210526315,reggae,1,reggae,1,0.696855123105802,0.7027096152305603,"reggae,reggae,reggae,reggae,jazz,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00064,reggae,20,17,0.85,reggae,1,reggae,1,0.7348541833460331,0.8121406435966492,"pop,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,pop,pop"
cnn,reggae__reggae.00065,reggae,20,20,1.0,reggae,1,reggae,1,0.9139079689979553,0.9139080047607422,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00071,reggae,20,20,1.0,reggae,1,reggae,1,0.9222802132368088,0.9222801923751831,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00076,reggae,20,4,0.2,hiphop,0,hiphop,0,0.46657427828758957,0.6029922962188721,"hiphop,pop,hiphop,hiphop,hiphop,hiphop,pop,hiphop,hiphop,reggae,reggae,hiphop,hiphop,pop,pop,hiphop,hiphop,hiphop,reggae,reggae"
cnn,reggae__reggae.00090,reggae,19,19,1.0,reggae,1,reggae,1,0.9434028738423398,0.9434028267860413,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00091,reggae,20,20,1.0,reggae,1,reggae,1,0.8914940327405929,0.8914939761161804,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,reggae__reggae.00092,reggae,20,20,1.0,reggae,1,reggae,1,0.9245142579078675,0.9245142936706543,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,rock__rock.00000,rock,20,10,0.5,rock,1,rock,1,0.43327193446457385,0.7461527585983276,"rock,metal,metal,metal,metal,metal,metal,blues,rock,rock,rock,rock,rock,country,country,jazz,rock,rock,rock,rock"
cnn,rock__rock.00003,rock,20,4,0.2,blues,0,blues,0,0.4239301307592541,0.7224814295768738,"blues,rock,rock,blues,blues,rock,rock,jazz,jazz,jazz,jazz,jazz,jazz,blues,blues,blues,blues,blues,blues,blues"
cnn,rock__rock.00008,rock,20,6,0.3,metal,0,metal,0,0.5575237058103084,0.6382635831832886,"metal,metal,metal,metal,metal,metal,metal,metal,metal,rock,rock,rock,rock,rock,rock,metal,metal,metal,metal,metal"
cnn,rock__rock.00032,rock,20,8,0.4,hiphop,0,hiphop,0,0.31411458011716603,0.46640005707740784,"hiphop,hiphop,rock,pop,rock,pop,hiphop,rock,hiphop,hiphop,classical,jazz,rock,rock,rock,rock,hiphop,hiphop,rock,hiphop"
cnn,rock__rock.00034,rock,20,6,0.3,country,0,country,0,0.3219897160306573,0.5119507312774658,"rock,rock,country,pop,country,country,country,country,hiphop,hiphop,rock,rock,country,country,country,country,country,disco,rock,rock"
cnn,rock__rock.00039,rock,20,10,0.5,rock,1,rock,1,0.40745549332350495,0.67703777551651,"jazz,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,rock__rock.00044,rock,20,2,0.1,pop,0,pop,0,0.5023018017411232,0.5575990080833435,"pop,rock,rock,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,jazz,pop,jazz,jazz,pop,pop,pop"
cnn,rock__rock.00048,rock,20,18,0.9,rock,1,rock,1,0.6643158212304116,0.693623423576355,"rock,rock,rock,rock,rock,rock,rock,rock,rock,classical,rock,rock,rock,metal,rock,rock,rock,rock,rock,rock"
cnn,rock__rock.00049,rock,20,0,0.0,country,0,country,0,0.43532263934612275,0.8020318746566772,"jazz,country,country,country,country,country,country,country,country,country,country,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,rock__rock.00050,rock,20,8,0.4,pop,0,pop,0,0.5058849517256021,0.6667717695236206,"pop,pop,pop,pop,pop,pop,pop,rock,rock,rock,rock,pop,pop,pop,rock,rock,rock,rock,pop,pop"
cnn,rock__rock.00054,rock,20,10,0.5,rock,1,rock,1,0.39427605662494897,0.5926167368888855,"rock,classical,pop,pop,rock,rock,rock,rock,rock,rock,country,pop,pop,classical,rock,rock,country,rock,classical,classical"
cnn,rock__rock.00080,rock,20,20,1.0,rock,1,rock,1,0.9112199276685715,0.9112199544906616,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
cnn,rock__rock.00085,rock,20,17,0.85,rock,1,rock,1,0.7202660975977778,0.766697883605957,"rock,metal,jazz,blues,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
cnn,rock__rock.00086,rock,20,11,0.55,rock,1,rock,1,0.48425498344004153,0.7493525743484497,"metal,metal,rock,metal,metal,metal,metal,metal,metal,metal,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
cnn,rock__rock.00092,rock,20,4,0.2,metal,0,metal,0,0.6058486849069595,0.6380046010017395,"metal,rock,metal,metal,metal,rock,metal,metal,metal,rock,rock,metal,metal,metal,metal,metal,metal,metal,metal,metal"
